full_name,owner,name,html_url,stargazers_count,forks_count,topics,matched_topics
polyaxon/traceml,polyaxon,traceml,https://github.com/polyaxon/traceml,520,45,"pandas,pandas-summary,dataframes,data-science,spark,dask,plotly,statistics,matplotlib,data-profiling,data-visualization,data-exploration,dataops,mlops,data-quality,data-quality-checks,explainable-ai,pytorch,tensorflow,tracking",mlops
RunLLM/aqueduct,RunLLM,aqueduct,https://github.com/RunLLM/aqueduct,520,20,"data-science,machine-learning,ml-infrastructure,ai,data,ml,ml-monitoring,python,python3,mlops,orchestration,llm,llms,kubernetes",mlops
CerebriumAI/examples,CerebriumAI,examples,https://github.com/CerebriumAI/examples,512,74,"ai,gpu,llms,ml,mlops,serverless,serverless-functions",mlops
ing-bank/popmon,ing-bank,popmon,https://github.com/ing-bank/popmon,507,36,"population-monitoring,monitoring,data-science,python,data-distributions,statistics,data-profiling,statistical-tests,statistical-process-control,pandas,spark,data-analysis,jupyter,ipython,ing-bank,mlops,hacktoberfest,dataset-shifts,covariate-shift,drift-detection",mlops
skops-dev/skops,skops-dev,skops,https://github.com/skops-dev/skops,500,59,"huggingface,machine-learning,mlops,scikit-learn,hacktoberfest",mlops
superlinked/VectorHub,superlinked,VectorHub,https://github.com/superlinked/VectorHub,498,128,"ai,llm,llmops,ml,mlops,vector,vector-database,vector-search,vectorops",mlops
the-full-stack/fsdl-text-recognizer-2022-labs,the-full-stack,fsdl-text-recognizer-2022-labs,https://github.com/the-full-stack/fsdl-text-recognizer-2022-labs,480,250,"deep-neural-networks,machine-learning,mlops",mlops
Paulescu/kubernetes-for-ml-engineers,Paulescu,kubernetes-for-ml-engineers,https://github.com/Paulescu/kubernetes-for-ml-engineers,474,97,"docker,fastapi,kubernetes,ml,mlops",mlops
fuzzylabs/awesome-open-mlops,fuzzylabs,awesome-open-mlops,https://github.com/fuzzylabs/awesome-open-mlops,472,51,"mlops,datascience,machinelearning,machine-learning,infrastructure,devops",mlops
terrytangyuan/distributed-ml-patterns,terrytangyuan,distributed-ml-patterns,https://github.com/terrytangyuan/distributed-ml-patterns,470,46,"machine-learning,distributed-systems,cloud-computing,cloud-native,distributed-machine-learning,large-scale-machine-learning,python,tensorflow,kubernetes,argo-workflows,kubeflow,machine-learning-pipelines,manning-publications,book,data-science,devops,mlops,argo",mlops
loglabs/mltrace,loglabs,mltrace,https://github.com/loglabs/mltrace,468,28,"mlops,machine-learning,tracing,pipeline-management,devops",mlops
deployKF/deployKF,deployKF,deployKF,https://github.com/deployKF/deployKF,456,72,"gitops,kubeflow,kubernetes,mlops,argocd,artificial-intelligence,machine-learning",mlops
encord-team/encord-active,encord-team,encord-active,https://github.com/encord-team/encord-active,455,28,"computer-vision,data,data-science,data-validation,deep-learning,machine-learning,ml,mlops,python,active-learning,annotations,data-centric,data-cleaning,data-quality,label-errors,model-quality,noisy-labels,label-quality,object-detection",mlops
Writesonic/GPTRouter,Writesonic,GPTRouter,https://github.com/Writesonic/GPTRouter,455,41,"anthropic,azure-openai,cohere,google-gemini,llm,llmops,llms,mlops,openai,palm-api,langchain,llama-index",mlops
databrickslabs/dbx,databrickslabs,dbx,https://github.com/databrickslabs/dbx,453,127,"databricks,databricks-api,databricks-cli,ci,cicd,mlops",mlops
zzsza/Boostcamp-AI-Tech-Product-Serving,zzsza,Boostcamp-AI-Tech-Product-Serving,https://github.com/zzsza/Boostcamp-AI-Tech-Product-Serving,452,360,"mlops,serving",mlops
polyaxon/haupt,polyaxon,haupt,https://github.com/polyaxon/haupt,452,210,"tensorflow,deep-learning,jupyter,python,pytorch,machine-learning,models,ui,visualization,matplotlib,plotly,bokeh,mlops,data-science,data-visualization,data-processing,data-profiling,tracking,lineage,serving",mlops
aporia-ai/mlplatform-workshop,aporia-ai,mlplatform-workshop,https://github.com/aporia-ai/mlplatform-workshop,442,69,"mlops,machine-learning,devops",mlops
bodywork-ml/bodywork-core,bodywork-ml,bodywork-core,https://github.com/bodywork-ml/bodywork-core,433,22,"mlops,python,kubernetes,data-science,machine-learning,pipeline,serving,continuous-deployment,batch,devops,framework,cicd,orchestration",mlops
fmind/cookiecutter-mlops-package,fmind,cookiecutter-mlops-package,https://github.com/fmind/cookiecutter-mlops-package,425,57,"best-practices,cookiecutter,mlops,python,template",mlops
arthur-ai/bench,arthur-ai,bench,https://github.com/arthur-ai/bench,425,43,"llm,mlops",mlops
ashishpatel26/ResourceBank_CV_NLP_MLOPS_2022,ashishpatel26,ResourceBank_CV_NLP_MLOPS_2022,https://github.com/ashishpatel26/ResourceBank_CV_NLP_MLOPS_2022,422,92,"computer-vision,data-science,deep-learning,mlops,natural-language-processing",mlops
noahgift/Python-MLOps-Cookbook,noahgift,Python-MLOps-Cookbook,https://github.com/noahgift/Python-MLOps-Cookbook,420,329,"mlops,cookbook",mlops
george0st/qgate-model,george0st,qgate-model,https://github.com/george0st/qgate-model,409,21,"data-science,feature-store,mlops,quality-assessment,quality-assurance,testing,quality-gate,machine-learning,mlrun,nuclio,iguazu,meta-model",mlops
AlexIoannides/kubernetes-mlops,AlexIoannides,kubernetes-mlops,https://github.com/AlexIoannides/kubernetes-mlops,404,111,"python,flask,machine-learning,kubernetes,seldon-core,docker,helm,mlops,seldon,cloud-platform,gcp",mlops
GoogleCloudPlatform/mlops-with-vertex-ai,GoogleCloudPlatform,mlops-with-vertex-ai,https://github.com/GoogleCloudPlatform/mlops-with-vertex-ai,403,144,"mlops,vertex-ai,tfx,gcp,tensorflow,google-cloud-platform",mlops
WarrenWen666/AI-Software-Startups,WarrenWen666,AI-Software-Startups,https://github.com/WarrenWen666/AI-Software-Startups,400,32,"artificial-intelligence,machine-learning,ai,startup,mlops",mlops
operatorai/modelstore,operatorai,modelstore,https://github.com/operatorai/modelstore,398,27,"python-library,modelstore,machine-learning,data-science,scikit-learn,pytorch,tensorflow,mlops,s3-storage,transformer,keras",mlops
RiccardoBiosas/awesome-MLSecOps,RiccardoBiosas,awesome-MLSecOps,https://github.com/RiccardoBiosas/awesome-MLSecOps,394,62,"data-poisoning,exploit,large-language-models,llm,machine-learning,mlops,mlsecops,prompt,prompt-engineering,security,cloud,devsecops,machine-learning-security,awesome",mlops
thoughtworks/mlops-platforms,thoughtworks,mlops-platforms,https://github.com/thoughtworks/mlops-platforms,394,34,"mlops,kubeflow,mlflow,sagemaker,dataiku,databricks,h2oai,azureml,google-ai-platform,knime,machine-learning,data-science,datarobot,pachyderm,seldon,iguazio",mlops
pracdata/awesome-open-source-data-engineering,pracdata,awesome-open-source-data-engineering,https://github.com/pracdata/awesome-open-source-data-engineering,389,41,"awesome,awesome-list,data-analytics,data-engineering,data-platform,database,self-hosted,mlops,data-storage,data,data-integration,data-lakehouse,datalake,lakehouse,workflow-engine,analytics,data-warehouse,observability,data-pipeline,etl",mlops
kennethleungty/MLOps-Specialization-Notes,kennethleungty,MLOps-Specialization-Notes,https://github.com/kennethleungty/MLOps-Specialization-Notes,374,167,"mlops,machine-learning-engineering,andrew-ng,deeplearningai,coursera,machine-learning,machine-learning-ops,ml-engineering,ml-engineering-for-production,deep-learning,notes,course,data-science",mlops
nogibjj/rust-mlops-template,nogibjj,rust-mlops-template,https://github.com/nogibjj/rust-mlops-template,364,142,"mlops,gpu,huggingface,pytorch,rust,actix-web,aws,azure,cloud,copilot,devcontainers,microservices,polars,tensorflow,devops,gil,mlops-workflow,onnx,pre-trained-model,switchtorust",mlops
mlop-ai/mlop,mlop-ai,mlop,https://github.com/mlop-ai/mlop,349,5,"machine-learning,mlops",mlops
Pythondeveloper6/Awesome-MLOPS,Pythondeveloper6,Awesome-MLOPS,https://github.com/Pythondeveloper6/Awesome-MLOPS,347,53,"aws-sagemaker,azure-ml,dagshub,dvc,git,kubeflow,mlflow,zenml,automl,pycaret,bentoml,docker,fastapi,mlops,gradio,shape,streamlit,django",mlops
xandie985/data-scientist-roadmap2024,xandie985,data-scientist-roadmap2024,https://github.com/xandie985/data-scientist-roadmap2024,343,28,"data-science,data-visualization,devops,docker,grind75,huggingface,interview-preparation,interview-questions,leetcode,llm,machine-learning,mlops,python,pytorch,r,resources,sql,statistics,transformers",mlops
microsoft/genaiops-promptflow-template,microsoft,genaiops-promptflow-template,https://github.com/microsoft/genaiops-promptflow-template,343,270,"azuremachinelearning,llmops,largelanguagemodels,llm,prompt,promptengineering,promptflow,azure,cloud,docker,machine-learning,mlops,orchestration,python,evaluation,experimentation,genai,aistudio,mlops-template,genaiops",mlops
alibaba/feathub,alibaba,feathub,https://github.com/alibaba/feathub,340,57,"apache-flink,data-engineering,data-science,feature-engineering,feature-store,machine-learning,streaming,data,data-quality,mlops",mlops
unionai-oss/unionml,unionai-oss,unionml,https://github.com/unionai-oss/unionml,336,42,"machine-learning,mlops,hacktoberfest",mlops
m3dev/gokart,m3dev,gokart,https://github.com/m3dev/gokart,334,62,"gokart,luigi,mlops,machine-learning,pipeline-framework",mlops
lhenault/simpleAI,lhenault,simpleAI,https://github.com/lhenault/simpleAI,332,37,"llm,machine-learning,mlops",mlops
mlops-guide/mlops-guide.github.io,mlops-guide,mlops-guide.github.io,https://github.com/mlops-guide/mlops-guide.github.io,314,45,"mlops,mlops-environment,guide,machine-learning,watson,dvc,cml,github-actions,mlops-workflow,mlops-community,ibm-watson,guides,tutorial,guided-project,tutorials",mlops
nogibjj/mlops-template,nogibjj,mlops-template,https://github.com/nogibjj/mlops-template,312,227,"copilot,coursera,huggingface,mlops,python",mlops
microsoft/hi-ml,microsoft,hi-ml,https://github.com/microsoft/hi-ml,299,60,"healthcare,health,ai,machine-learning,ml,mlops,azure,azureml,deep-learning,python",mlops
george0st/qgate-sln-mlrun,george0st,qgate-sln-mlrun,https://github.com/george0st/qgate-sln-mlrun,297,10,"data-science,feature-store,iguazio,mlops,mlrun,quality-assessment,quality-assurance,testing,quality-gate,machine-learning,artificial-intelligence,e2e,genai,mlrun-test,nuclio",mlops
flyteorg/flytekit,flyteorg,flytekit,https://github.com/flyteorg/flytekit,296,332,"flyte,flyte-tasks,pypi,spark,workflows,sdk,python,mlops,extensible,automation,data-science,data,hacktoberfest",mlops
iterative/terraform-provider-iterative,iterative,terraform-provider-iterative,https://github.com/iterative/terraform-provider-iterative,293,29,"terraform,terraform-provider,tpi,terraform-provider-iterative,developer-tools,cloud,cloud-computing,cloud-storage,cml,data-science,machine-learning,cloud-infrastructure,cloud-orchestration,gpu,mlops,aws,azure,gcp,k8s,hacktoberfest",mlops
InfuseAI/crane,InfuseAI,crane,https://github.com/InfuseAI/crane,289,18,"docker,primehub,desktop,gui,aws,ecr,container,containerization,container-image,mlops,mlflow",mlops
foorilla/allainews_sources,foorilla,allainews_sources,https://github.com/foorilla/allainews_sources,289,42,"news,ai,artificial-intelligence,blogs,computer-vision,data-science,machine-learning,ml,mlops,nlp,podcasts,video,aggregator,jobs,python",mlops
clearml/clearml-agent,clearml,clearml-agent,https://github.com/clearml/clearml-agent,278,109,"devops,kubernetes,deep-learning,deeplearning,machine-learning,cluster-manager,mlops,trains,clearml-agent,trains-agent,gpu,deep-learning-devops,k8s,orchestration",mlops
tensorchord/openmodelz,tensorchord,openmodelz,https://github.com/tensorchord/openmodelz,275,26,"cluster-manager,inference,llmops,mlops,hacktoberfest,llm",mlops
aurimas13/Machine-Learning-Goodness,aurimas13,Machine-Learning-Goodness,https://github.com/aurimas13/Machine-Learning-Goodness,274,46,"machine-learning,machine-learning-algorithms,artifcial-intelligence,cheatsheets,deep-neural-networks,deep-reinforcement-learning,python3,tips,tips-and-tricks,algorithms,artificial-intelligence,chatgpt,computer-science,data-science,gpt4,mlops,python,reinforcement-learning,reinforcement-learning-algorithms",mlops
hongbo-miao/hongbomiao.com,hongbo-miao,hongbomiao.com,https://github.com/hongbo-miao/hongbomiao.com,264,42,"graphql,distributed-tracing,kubernetes,neural-network,service-mesh,cloud-native,continuous-machine-learning,infrastructure-as-code,mlops,embedded,matlab,robot-operating-system,veristand,aerospace,high-performance-computing,computational-fluid-dynamics,llm,rust,computer-vision,transformer",mlops
SartHak-0-Sach/Harkirat-Singh-course_code_and_notes,SartHak-0-Sach,Harkirat-Singh-course_code_and_notes,https://github.com/SartHak-0-Sach/Harkirat-Singh-course_code_and_notes,257,71,"competitive-programming,data-structures-and-algorithms,devops,full-stack-web-development,mlops,native-android-development,beginner-friendly,harkirat-0-100-cohort,harkirat-singh,project-included",mlops
zenml-io/mlstacks,zenml-io,mlstacks,https://github.com/zenml-io/mlstacks,255,35,"infrastructure-as-code,ml,mlops",mlops
GoogleCloudPlatform/automlops,GoogleCloudPlatform,automlops,https://github.com/GoogleCloudPlatform/automlops,249,44,"ci-cd,google-cloud-platform,jupyter-notebook,machine-learning,mlops,pipeline,vertex-ai",mlops
SebastianoMeneghin/sml-project-2023-manfredi-meneghin,SebastianoMeneghin,sml-project-2023-manfredi-meneghin,https://github.com/SebastianoMeneghin/sml-project-2023-manfredi-meneghin,245,51,"api,featureengineering,machinelearning,mlops,mlpipelines,prediction,python,serverless,ci-cd,xgboost",mlops
ErdemOzgen/Data-Engineering-Roadmap,ErdemOzgen,Data-Engineering-Roadmap,https://github.com/ErdemOzgen/Data-Engineering-Roadmap,237,30,"awesome,ci-cd,cloud,data-science,dataengineering,development,devops,machine-learning,mlops,roadmap,database,datapipeline,datapreprocessing,datawarehouse,deep-learning,interview,awesome-list,awesome-resources,guidelines",mlops
GoogleCloudPlatform/fraudfinder,GoogleCloudPlatform,fraudfinder,https://github.com/GoogleCloudPlatform/fraudfinder,235,90,"bigquery,bigquery-ml,dataflow,google-cloud-platform,machine-learning,mlops,mlpipelines,vertex-ai",mlops
gorodnitskiy/yet-another-lightning-hydra-template,gorodnitskiy,yet-another-lightning-hydra-template,https://github.com/gorodnitskiy/yet-another-lightning-hydra-template,235,12,"comet,config,deep-learning,hydra,mlflow,mlops,neptune,pytorch,pytorch-lightning,reproducibility,template,tests,wandb,efficient-workflow",mlops
IFCA-Advanced-Computing/frouros,IFCA-Advanced-Computing,frouros,https://github.com/IFCA-Advanced-Computing/frouros,235,17,"drift-detection,concept-drift,machine-learning,python,statistics,data-drift,mlops,machine-learning-engineering,machine-learning-operations,dataset-drift,dataset-shift,mle,change-detection,distribution-shift,covariate-shift",mlops
star-whale/starwhale,star-whale,starwhale,https://github.com/star-whale/starwhale,233,39,"mlops,ai,infra,cloud-native,kubernetes,model-evaluation,dataset,runtime,datastore,llm,llmops,fine-tuning",mlops
getml/getml-community,getml,getml-community,https://github.com/getml/getml-community,229,21,"data-science,feature-engineering,feature-learning,machine-learning,predictive-modeling,python-library,ai,ml,mlops,relational-learning",mlops
zjhellofss/KuiperInfer,zjhellofss,KuiperInfer,https://github.com/zjhellofss/KuiperInfer,3167,348,"inference,inference-engine,deep-learning,deep-neural-networks,convolution,relu,sigmoid,graph-algorithms,maxpooling,caffe,pnnx,pytorch,ncnn,diy,resnet,yolo,yolov5",inference-engine
hyperjumptech/grule-rule-engine,hyperjumptech,grule-rule-engine,https://github.com/hyperjumptech/grule-rule-engine,2428,371,"golang,rule-engine,rule,inference-engine,rule-based,rule-based-engine,hacktoberfest,hacktoberfest2021",inference-engine
siliconflow/onediff,siliconflow,onediff,https://github.com/siliconflow/onediff,1941,125,"comfyui,diffusers,pytorch,sdxl,stable-diffusion,aigc-serving,comfyui-workflow,cuda,inference-engine,lcm,lcm-lora,performance-optimization,sd-webui,stable-video-diffusion,diffusion-models,lora,sdxl-turbo",inference-engine
aphrodite-engine/aphrodite-engine,aphrodite-engine,aphrodite-engine,https://github.com/aphrodite-engine/aphrodite-engine,1580,175,"api-rest,inference-engine,machine-learning,cuda,inferentia,rocm,intel,lora,speculative-decoding,tpu",inference-engine
Tencent/FeatherCNN,Tencent,FeatherCNN,https://github.com/Tencent/FeatherCNN,1222,281,"convolutional-neural-networks,inference-engine,caffe,android,ios,arm-neon",inference-engine
PaddlePaddle/Paddle.js,PaddlePaddle,Paddle.js,https://github.com/PaddlePaddle/Paddle.js,1059,146,"webgl,webgpu,webassembly,model,inference-engine,paddlepaddle,ocr,deep-learning",inference-engine
quic/ai-hub-models,quic,ai-hub-models,https://github.com/quic/ai-hub-models,825,145,"deeplearning,demos,inference,inference-api,inference-engine,machine-learning,machinelearning,onnx,pytorch,qnn,tensorflow-lite",inference-engine
Adlik/Adlik,Adlik,Adlik,https://github.com/Adlik/Adlik,806,82,"deep-learning,inference,tensorflow-serving,openvino,tensorrt,compiler,inference-engine,model-optimizer,docker-images",inference-engine
msnh2012/Msnhnet,msnh2012,Msnhnet,https://github.com/msnh2012/Msnhnet,745,147,"yolov3,yolov4,yolov5,pytorch,inference-engine,darknet,jetson-nx,mobilenetv2,mobilenetyolo",inference-engine
insight-platform/Savant,insight-platform,Savant,https://github.com/insight-platform/Savant,713,66,"computer-vision,deepstream,edge-computing,inference-engine,machine-learning,nvidia-deepstream-sdk,deep-learning,nvidia,object-detection,video,cuda,opencv,tensorrt,instance-segmentation,peoplenet,yolo,yolov5-face,yolov8,yolov8-face",inference-engine
pylint-dev/astroid,pylint-dev,astroid,https://github.com/pylint-dev/astroid,561,306,"ast,parser,inference-engine,closember,hacktoberfest,static-code-analysis,static-analysis",inference-engine
Tencent/Forward,Tencent,Forward,https://github.com/Tencent/Forward,557,65,"deep-learning,forward,tensorrt,tensorflow,pytorch,keras,neural-network,gpu,inference-engine,inference,cuda,onnx",inference-engine
PaddlePaddle/Anakin,PaddlePaddle,Anakin,https://github.com/PaddlePaddle/Anakin,534,134,"ai,inference-engine,arm,nvidia,amd,intel,bitmain,cambricon,high-performance,cross-platform",inference-engine
HoloClean/holoclean,HoloClean,holoclean,https://github.com/HoloClean/holoclean,528,132,"machine-learning,inference-engine,pytorch,data-science,data-enrichment",inference-engine
buguroo/pyknow,buguroo,pyknow,https://github.com/buguroo/pyknow,489,151,"python3,expert-system,inference-engine",inference-engine
ulfurinn/wongi-engine,ulfurinn,wongi-engine,https://github.com/ulfurinn/wongi-engine,488,40,"ruby,rule-engine,rete,inference-engine",inference-engine
chengzeyi/ParaAttention,chengzeyi,ParaAttention,https://github.com/chengzeyi/ParaAttention,386,38,"attention,diffusers,inference,inference-engine,parallel-computing,transformers,flux,hunyuan-video",inference-engine
ReactiveBayes/RxInfer.jl,ReactiveBayes,RxInfer.jl,https://github.com/ReactiveBayes/RxInfer.jl,371,33,"bayesian-inference,inference-engine,julia-language,machine-learning,message-passing,probabilistic-programming,variational-inference",inference-engine
quic/ai-hub-apps,quic,ai-hub-apps,https://github.com/quic/ai-hub-apps,327,79,"deeplearning,demos,inference,inference-api,inference-engine,machine-learning,machinelearning,onnx,pytorch,qnn,tensorflow-lite",inference-engine
SearchSavior/OpenArc,SearchSavior,OpenArc,https://github.com/SearchSavior/OpenArc,236,10,"agentic-ai,fastapi,openvino-toolkit,optimum-intel,transformers,inference-engine,openvino-genai",inference-engine
gottingen/kumo-search,gottingen,kumo-search,https://github.com/gottingen/kumo-search,219,22,"ai,performance,search-engine,deep-learning,neural-network,python,inference-engine,tensorflow,tensorflow2",inference-engine
ROCm/MIVisionX,ROCm,MIVisionX,https://github.com/ROCm/MIVisionX,202,83,"computer-vision,openvx,neural-network,opencl,rocm,inference,inference-engine,onnx,nnef,winml,windows-machine-learning,openvx-neural-network,machine-learning,ryzen,virtual-reality,amd-opencl,amd-openvx,openvx-extensions,khronos-openvx,amd-opencv",inference-engine
BMW-InnovationLab/BMW-TensorFlow-Inference-API-CPU,BMW-InnovationLab,BMW-TensorFlow-Inference-API-CPU,https://github.com/BMW-InnovationLab/BMW-TensorFlow-Inference-API-CPU,183,47,"tensorflow,inference,api,cpu,deep-learning,object-detection,computer-vision,detection-inference-api,docker,tensorflow-framework,predictions,bounding-boxes,docker-image,docker-container,deeplearning,computervision,docker-ce,inference-engine,inference-server,rest-api",inference-engine
midea-ai/Aidget,midea-ai,Aidget,https://github.com/midea-ai/Aidget,164,30,"inference,inference-engine,mcu,pruning,rtos,simd,tflm,resrep,asr,wakeup,dsp,deep-learning,hifi5",inference-engine
tuanlda78202/gpt-oss-amd,tuanlda78202,gpt-oss-amd,https://github.com/tuanlda78202/gpt-oss-amd,155,12,"gpt-oss,hip,amd,inference-engine,hpc",inference-engine
matteocarnelos/microflow-rs,matteocarnelos,microflow-rs,https://github.com/matteocarnelos/microflow-rs,152,14,"inference-engine,machine-learning,rust,tensorflow-lite,tinyml",inference-engine
CAS-CLab/CNN-Inference-Engine-Quick-View,CAS-CLab,CNN-Inference-Engine-Quick-View,https://github.com/CAS-CLab/CNN-Inference-Engine-Quick-View,151,18,"inference-engines,cnns,cnn-inference-engine,cnn,ai-benchmarks,speed-benchmarks,inference-engine",inference-engine
openvinotoolkit/openvino_contrib,openvinotoolkit,openvino_contrib,https://github.com/openvinotoolkit/openvino_contrib,146,164,"openvino,pytorch,arm,java,inference-engine,nvidia-gpu",inference-engine
haobosang/TinyTensor,haobosang,TinyTensor,https://github.com/haobosang/TinyTensor,140,11,"cpp,deep-learning,inference-engine,neural-network",inference-engine
RamboRogers/mlx-gui,RamboRogers,mlx-gui,https://github.com/RamboRogers/mlx-gui,132,13,"ai,inference,inference-engine,mlx",inference-engine
solidglue/Recommender_System_Inference_Services,solidglue,Recommender_System_Inference_Services,https://github.com/solidglue/Recommender_System_Inference_Services,119,2,"deep-learning,recommender-systems,machine-learning,inference-engine,microservices,api",inference-engine
Torsion-Audio/nn-inference-template,Torsion-Audio,nn-inference-template,https://github.com/Torsion-Audio/nn-inference-template,117,5,"audio,audio-plugin,deep-learning,inference,inference-engine,juce,libtorch,machine-learning,neural-network,onnx,onnxruntime,pytorch,tensorflow,tensorflow-lite",inference-engine
nrl-ai/daisykit,nrl-ai,daisykit,https://github.com/nrl-ai/daisykit,109,20,"mobile,computer-vision,embedded,inference-engine,cpp,deployment,ncnn,vulkan,no-code,python,face-detection,background-matting,deep-learning,face-mask-detection,machine-learning,barcode-detection,hand-pose,object-detection,neural-network",inference-engine
cansik/deep-vision-processing,cansik,deep-vision-processing,https://github.com/cansik/deep-vision-processing,99,23,"deep-neural-networks,computer-vision,processing,pose-estimation,machine-learning,classification,inference-engine,cuda-support",inference-engine
XUANTIE-RV/csi-nn2,XUANTIE-RV,csi-nn2,https://github.com/XUANTIE-RV/csi-nn2,95,42,"deep-learning,inference-engine,neural-network,risc-v,riscv,riscv-assembly",inference-engine
CoderLSF/fast-llama,CoderLSF,fast-llama,https://github.com/CoderLSF/fast-llama,93,10,"cpu-inference,inference-engine,llama,llama2",inference-engine
InfiniTensor/RefactorGraph,InfiniTensor,RefactorGraph,https://github.com/InfiniTensor/RefactorGraph,76,15,"ai-compiler,dataflow-graph,inference-engine",inference-engine
HoloClean/HoloClean-Legacy-deprecated,HoloClean,HoloClean-Legacy-deprecated,https://github.com/HoloClean/HoloClean-Legacy-deprecated,75,23,"machine-learning,inference-engine,pytorch,data-science,data-enrichment,data-cleaning",inference-engine
BMW-InnovationLab/BMW-IntelOpenVINO-Detection-Inference-API,BMW-InnovationLab,BMW-IntelOpenVINO-Detection-Inference-API,https://github.com/BMW-InnovationLab/BMW-IntelOpenVINO-Detection-Inference-API,75,3,"openvino,deeplearning,inference,cpu,docker,neural-network,nocode,object-detection,detection-api,inference-engine,resnet,detection-algorithm,rest-api,computer-vision,openvino-toolkit,openvino-model-zoo",inference-engine
Media-Smart/cheetahinfer,Media-Smart,cheetahinfer,https://github.com/Media-Smart/cheetahinfer,70,16,"tensorrt,cpp,inference-engine",inference-engine
Image-Py/planer,Image-Py,planer,https://github.com/Image-Py/planer,63,14,"cnn,deep-learning,inference-engine",inference-engine
ksasso1028/EasyOCR-cpp,ksasso1028,EasyOCR-cpp,https://github.com/ksasso1028/EasyOCR-cpp,61,17,"cpp,deployment,easyocr,inference,inference-engine,libtorch,ocr,ocr-python,ocr-recognition,ocr-text-reader,optical-character-recognition,text-detection,text-recognition",inference-engine
metrumresearchgroup/Torsten,metrumresearchgroup,Torsten,https://github.com/metrumresearchgroup/Torsten,60,13,"mcmc,pharmacometrics,autodiff,stan,inference-engine,pkpd,mpi,ode,openmp",inference-engine
prisma-ai/MPSX,prisma-ai,MPSX,https://github.com/prisma-ai/MPSX,60,7,"mpsgraph,metalperformanceshaders,metal,gpu,swift,onnx,ios,macos,pytorch,inference-engine,tensorflow,tensorflow-lite,keras,keras-tensorflow,linear-algebra,neural-network,numpy",inference-engine
junipertcy/bipartiteSBM,junipertcy,bipartiteSBM,https://github.com/junipertcy/bipartiteSBM,59,9,"stochastic-block-model,inference-engine,bipartite-network,model-selection,heuristic,clustering",inference-engine
newm4n/grool,newm4n,grool,https://github.com/newm4n/grool,57,9,"rule-engine,inference-engine,golang,antlr4",inference-engine
opencog/ure,opencog,ure,https://github.com/opencog/ure,55,30,"rules-engine,rule-engine,forward-chaining,backward-chaining,inference-engine,chainer,backward-induction,graph-rewriting,inference,inference-rules",inference-engine
ryukinix/lisp-inference,ryukinix,lisp-inference,https://github.com/ryukinix/lisp-inference,51,2,"inference-engine,common-lisp,truth-table,propositional-logic,propositional-calculus,inference-rules,lisp-inference",inference-engine
LibraX-ai/IDVerification,LibraX-ai,IDVerification,https://github.com/LibraX-ai/IDVerification,44,10,"identity,verification,machine-learning,inference-engine,fraud-detection,fraud-prevention,fraud,risk,computer-vision,data-science,driverlicense,passport,risk-analysis,risk-management,risk-scores,agedetection",inference-engine
wizenheimer/tinylm,wizenheimer,tinylm,https://github.com/wizenheimer/tinylm,43,7,"embeddings,generation,inference,inference-engine,transcrip,tts",inference-engine
curtisgray/wingman,curtisgray,wingman,https://github.com/curtisgray/wingman,42,2,"ai,chatbot,chatgpt,linux,llama,llamacpp,llm,local,macos,windows,download,downloader,openai,gpu,gpu-acceleration,gpu-monitoring,inference,inference-engine,inference-server",inference-engine
yas-sim/gaze-estimation-with-laser-sparking,yas-sim,gaze-estimation-with-laser-sparking,https://github.com/yas-sim/gaze-estimation-with-laser-sparking,40,8,"intel,openvino,openvino-toolkit,deep-learning,face-detection,head-pose-estimation,face-landmark-detection,gaze-estimation,python,inference-engine,inference,gaze,head-pose,face-landmarks,face-landmarking,face-landmark,laser-beams,head-rotation-angles,landmark-points,demo",inference-engine
EugenHotaj/zig_gpt2,EugenHotaj,zig_gpt2,https://github.com/EugenHotaj/zig_gpt2,39,6,"gpt-2,inference-engine,zig",inference-engine
yas-sim/handwritten-japanese-ocr,yas-sim,handwritten-japanese-ocr,https://github.com/yas-sim/handwritten-japanese-ocr,38,6,"intel,openvino,ocr,japanese,text-recognition,text-detection,deep-learning,inference-engine,handwritten-text-recognition,ocr-demo,dl-models,text-regions,touch-panel,python",inference-engine
yas-sim/person-detect-reidentification,yas-sim,person-detect-reidentification,https://github.com/yas-sim/person-detect-reidentification,37,8,"intel,openvino,openvino-toolkit,inference,inference-engine,people-detection,face-detection,matching-problems,feature-extraction,deep-learning,python,hungarian-assignment,identification,identification-model,dl-models,demo,feature-vectores,multiple-cameras,surveillance",inference-engine
yas-sim/interactive-image-inpainting,yas-sim,interactive-image-inpainting,https://github.com/yas-sim/interactive-image-inpainting,34,5,"intel,openvino,openvino-toolkit,deep-learning,inpaint,inference-engine,inference,image-ret,image-retrieval,image-inpainting,demo,dl-models,undesired-objects,picture,python,draw,interactive-demo",inference-engine
k9ele7en/Triton-TensorRT-Inference-CRAFT-pytorch,k9ele7en,Triton-TensorRT-Inference-CRAFT-pytorch,https://github.com/k9ele7en/Triton-TensorRT-Inference-CRAFT-pytorch,33,7,"triton-inference-server,tensorrt,tensorrt-conversion,onnx,onnx-torch,pytorch,nvidia-docker,inference-engine,inference-server,inference,text-detection,text-detection-from-image",inference-engine
